,year,month,weeknum,weekday,freq_complian,freq_motor
3473,2012,3,10,2,1487,
3474,2007,6,23,3,1737,
3475,2013,1,2,5,1384,660
3476,2006,11,47,3,1416,
3477,2011,9,36,7,1142,
3478,2015,8,33,1,1447,611
3479,2006,10,40,5,1543,
3480,2009,3,14,1,1444,
3481,2010,10,42,1,1424,
3482,2011,2,8,2,1335,
3483,2014,11,48,6,1145,394
3484,2014,5,21,1,1395,572
3485,2012,12,50,3,1411,549
3486,2006,12,52,1,706,
3487,2014,6,22,7,1212,603
3488,2010,12,49,4,1295,
3489,2006,7,27,1,1430,
3490,2010,5,20,2,1367,
3491,2006,3,12,4,1631,
3492,2014,8,32,3,1505,562
3493,2014,2,6,5,1389,675
3494,2014,8,32,5,1518,601
3495,2009,12,53,1,1332,
3496,2010,7,30,2,1526,
3497,2009,6,23,1,1446,
3498,2015,2,9,1,1155,574
3499,2007,3,10,1,1394,
3500,2007,1,2,7,1243,
3501,2006,6,23,2,1599,
3502,2015,4,15,3,1378,457
3503,2015,9,37,6,1364,554
3504,2012,6,23,6,1370,
3505,2011,12,49,7,1055,
3506,2013,10,40,6,1455,497
3507,2012,10,43,2,1491,522
3508,2013,11,46,3,1455,592
3509,2015,10,42,6,1202,565
3510,2015,4,18,2,1383,613
3511,2006,4,15,6,1305,
3512,2013,8,33,7,1328,442
3513,2007,7,26,7,1329,
3514,2008,1,4,2,1503,
3515,2006,11,45,1,1617,
3516,2009,3,12,5,1505,
3517,2010,10,40,5,1489,
3518,2009,3,12,3,1575,
3519,2013,3,13,6,1221,513
3520,2009,11,47,2,1646,
3521,2010,10,40,3,1679,
3522,2008,11,46,2,1379,
3523,2009,11,47,4,1556,
3524,2006,6,26,3,1729,
3525,2010,2,5,4,1402,
3526,2010,2,5,2,1453,
3527,2010,1,53,7,994,
3528,2015,2,6,2,993,740
3529,2007,5,21,2,1712,
3530,2014,8,34,1,1434,595
3531,2006,11,46,6,1293,
3532,2013,1,3,6,1262,484
3533,2010,3,9,7,1209,
3534,2006,1,4,6,1299,
3535,2008,4,15,4,1576,
3536,2012,8,31,6,1384,567
3537,2012,9,38,6,1475,547
3538,2009,5,20,1,1445,
3539,2015,1,2,1,1152,498
3540,2011,1,4,5,1207,
3541,2014,4,18,1,1304,597
3542,2015,6,25,1,1427,506
3543,2014,6,26,7,1235,537
3544,2011,1,4,3,1161,
3545,2009,12,52,2,1344,
3546,2015,2,8,2,1117,620
3547,2010,8,31,2,1446,
3548,2007,9,37,4,1624,
3549,2007,3,11,4,1568,
3550,2007,12,49,1,1388,
3551,2007,9,37,2,1525,
3552,2007,12,49,7,1166,
3553,2010,12,48,3,1319,
3554,2015,4,14,6,1218,507
3555,2013,10,43,5,1428,647
3556,2009,3,10,3,1378,
3557,2015,5,18,7,1153,555
3558,2013,9,39,4,1514,516
3559,2009,11,48,7,1224,
3560,2015,10,41,5,1406,764
3561,2011,1,2,3,1044,
3562,2006,6,24,1,1701,
3563,2013,7,27,6,1304,517
3564,2013,2,9,1,1262,490
3565,2008,9,36,4,1612,
3566,2007,12,50,4,1318,
3567,2010,12,48,5,1396,
3568,2014,1,1,3,1501,399
3569,2012,1,3,1,1073,
3570,2013,8,32,4,1458,549
3571,2010,7,28,2,1433,
3572,2015,5,21,4,1438,615
3573,2009,3,13,6,1364,
3574,2012,4,16,3,1553,
3575,2010,10,41,6,1388,
3576,2009,4,17,5,1579,
3577,2012,12,49,6,1253,580
3578,2007,7,30,7,1326,
3579,2006,3,13,5,1460,
3580,2013,7,30,1,1498,591
3581,2006,9,37,3,1671,
3582,2006,3,13,3,1532,
3583,2007,5,22,3,1698,
3584,2009,5,22,3,1533,
3585,2006,10,42,3,1683,
3586,2015,11,48,5,1240,480
3587,2012,1,4,4,1485,
3588,2010,1,2,4,1564,
3589,2009,9,38,3,1619,
3590,2008,12,1,2,1367,
3591,2012,10,42,1,1374,607
3592,2013,11,45,6,1416,571
3593,2014,2,8,3,1226,552
3594,2015,8,35,3,1562,606
3595,2015,11,47,6,1232,597
3596,2012,1,1,5,1457,
3597,2006,4,14,3,1614,
3598,2012,1,1,3,1276,
3599,2013,6,26,6,1382,591
3600,2009,11,46,5,1491,
3601,2008,7,29,3,1632,
3602,2008,9,39,1,1549,
3603,2012,11,45,7,1066,526
3604,2013,7,28,5,1453,599
3605,2012,8,34,1,1490,473
3606,2006,6,22,7,1323,
3607,2011,2,8,4,1328,
3608,2013,7,28,3,1523,614
3609,2007,6,25,3,1697,
3610,2012,3,10,4,1558,
3611,2012,1,2,2,1556,
3612,2007,5,20,1,1684,
3613,2015,2,7,7,965,453
3614,2012,11,44,4,994,439
3615,2014,5,21,7,1177,472
3616,2015,3,10,7,1032,464
3617,2008,6,23,2,1725,
3618,2013,4,15,1,1281,582
3619,2007,7,31,2,1783,
3620,2015,9,36,5,1532,643
3621,2006,9,36,6,1399,
3622,2008,12,52,3,936,
3623,2014,2,6,3,1105,468
3624,2009,9,40,3,1522,
3625,2009,6,23,7,1236,
3626,2015,6,24,4,1486,666
3627,2007,9,36,1,1160,
3628,2010,1,1,1,1271,
3629,2007,9,36,7,1445,
3630,2008,9,40,2,1540,
3631,2015,6,24,2,1433,652
3632,2011,6,23,3,1562,
3633,2014,4,16,7,1008,393
3634,2014,4,16,1,1238,513
3635,2012,10,43,4,1476,511
3636,2008,9,37,5,1547,
3637,2013,9,38,7,1294,585
3638,2012,8,32,5,1486,617
3639,2008,9,37,3,1639,
3640,2012,8,32,3,1661,528
3641,2015,8,34,6,1424,581
3642,2009,4,17,3,1557,
3643,2007,12,51,1,1398,
3644,2008,1,4,4,1498,
3645,2013,1,4,1,1115,355
3646,2007,8,31,3,1747,
3647,2007,2,6,4,1448,
3648,2008,11,46,4,1372,
3649,2008,9,38,2,1633,
3650,2008,6,26,3,1672,
3651,2013,7,29,6,1409,551
